"claim_amount","age","kids_driven","homekids","years_on_job","income","parent","home_value","marriage_status","gender","education","occupation","travel_time","car_use","bluebook","total_insurable_value","car_type","red_car","old_claim","claim_frequency","revoked","mvr_points","car_age","claim_flag","urbanicity"
2836,45,0,3,17,61094,"No",175634,"Yes","F","Bachelors","Blue Collar",45,"Commercial",6000,6,"SUV","no",5528,1,"No",0,10,1,"Highly Urban/ Urban"
5387,41,0,0,0,0,"No",83235,"Yes","F","Bachelors","Home Maker",40,"Private",5600,1,"SUV","no",5020,3,"No",5,11,1,"Highly Urban/ Urban"
1155,40,2,2,13,65759,"No",236449,"Yes","F","High School","Professional",53,"Private",12080,6,"Minivan","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
5867,33,0,2,0,0,"No",0,"Yes","F","High School","Home Maker",32,"Private",5430,6,"SUV","no",0,0,"Yes",3,9,1,"Highly Urban/ Urban"
3455,36,0,0,11,39786,"No",0,"No","M","High School","Manager",5,"Private",15960,4,"Minivan","no",19115,2,"Yes",3,1,1,"Highly Urban/ Urban"
6855,55,0,0,14,17049,"No",86562,"Yes","M","<High School","Clerical",28,"Private",8740,10,"Minivan","yes",7153,1,"No",4,5,1,"Highly Urban/ Urban"
854,34,0,1,11,62708,"No",233154,"Yes","F","Bachelors","Professional",48,"Private",18000,16,"Pickup","no",51345,3,"Yes",1,1,1,"Highly Urban/ Urban"
4314,63,0,0,19,73121,"No",259648,"Yes","M","Masters","Lawyer",14,"Private",20840,13,"SUV","no",0,0,"Yes",0,17,1,"Highly Urban/ Urban"
531,52,0,0,15,47042,"No",191400,"No","M","High School","Blue Collar",15,"Commercial",18070,6,"Van","yes",0,0,"Yes",3,9,1,"Highly Urban/ Urban"
23805,42,0,2,13,88995,"Yes",0,"No","F","Bachelors","Blue Collar",45,"Private",25830,1,"Sports Car","no",31687,2,"Yes",2,10,1,"Highly Urban/ Urban"
2360,43,1,1,10,119341,"Yes",338327,"No","F","PhD","Lawyer",35,"Private",1500,1,"SUV","no",0,0,"No",1,15,1,"Highly Urban/ Urban"
6480,37,0,0,0,0,"No",90224,"Yes","M","High School","Student",29,"Commercial",29330,1,"Panel Truck","yes",9512,2,"No",1,1,1,"Highly Urban/ Urban"
2206,33,0,1,10,83664,"No",217763,"Yes","M","Bachelors","Blue Collar",54,"Commercial",21100,4,"Van","yes",5495,3,"No",7,8,1,"Highly Urban/ Urban"
3857,53,0,0,13,140694,"No",0,"No","M","PhD","",28,"Commercial",21750,9,"Van","yes",0,0,"No",0,17,1,"Highly Urban/ Urban"
2729,54,0,0,11,127589,"No",0,"No","F","Masters","Lawyer",58,"Private",20810,6,"Minivan","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
1076,39,1,3,0,0,"Yes",0,"No","F","Bachelors","Home Maker",39,"Private",6580,1,"SUV","no",0,0,"No",0,1,1,"Highly Rural/ Rural"
6995,42,1,2,12,110128,"No",282423,"Yes","M","Bachelors","Manager",33,"Commercial",37670,1,"Panel Truck","yes",0,0,"No",0,14,1,"Highly Urban/ Urban"
4896,51,0,0,12,101859,"No",272958,"Yes","F","PhD","Professional",48,"Private",13390,4,"Sports Car","no",0,0,"Yes",0,17,1,"Highly Rural/ Rural"
2517,55,0,0,13,33519,"No",232836,"Yes","F","Bachelors","Clerical",61,"Private",14760,1,"SUV","no",0,0,"No",3,5,1,"Highly Urban/ Urban"
2513,42,3,3,12,24177,"Yes",118852,"No","F","<High School","Clerical",42,"Private",21200,13,"Minivan","no",39717,3,"Yes",4,1,1,"Highly Rural/ Rural"
3273,46,0,0,12,33635,"No",191957,"Yes","F","High School","Blue Collar",55,"Commercial",26790,7,"Minivan","no",3960,2,"No",3,8,1,"Highly Urban/ Urban"
4148,36,0,3,16,30033,"No",107743,"Yes","F","High School","Blue Collar",32,"Commercial",16310,10,"SUV","no",0,0,"Yes",0,12,1,"Highly Urban/ Urban"
1441,55,0,0,11,42304,"No",0,"No","M","Bachelors","Professional",24,"Commercial",31210,6,"Panel Truck","yes",6978,2,"No",4,1,1,"Highly Urban/ Urban"
6647,29,0,4,0,0,"No",0,"Yes","F","Bachelors","Student",38,"Commercial",20570,4,"Pickup","no",0,0,"No",2,9,1,"Highly Urban/ Urban"
5211,36,1,1,6,40570,"No",186294,"Yes","F","Bachelors","Professional",30,"Private",1500,4,"Sports Car","no",25188,2,"Yes",2,1,1,"Highly Urban/ Urban"
14585,42,3,3,15,96752,"No",274947,"Yes","M","Masters","Manager",22,"Private",13860,10,"Minivan","yes",0,0,"No",0,13,1,"Highly Urban/ Urban"
7801,42,0,1,10,134520,"Yes",342728,"No","M","Masters","Lawyer",36,"Private",5700,1,"Pickup","no",2308,1,"No",2,12,1,"Highly Urban/ Urban"
17001,17,0,0,6,40015,"No",152243,"No","M","High School","Blue Collar",50,"Commercial",23400,7,"Panel Truck","yes",2047,2,"No",7,1,1,"Highly Urban/ Urban"
3667,49,0,0,9,13394,"No",0,"No","M","<High School","Student",37,"Commercial",21190,13,"Van","yes",3653,3,"No",0,5,1,"Highly Urban/ Urban"
16678,36,3,3,14,102147,"No",270030,"Yes","M","<High School","Blue Collar",28,"Private",15310,4,"Minivan","no",6455,1,"No",2,7,1,"Highly Urban/ Urban"
5005,43,0,0,9,96399,"No",285628,"Yes","F","PhD","Manager",51,"Private",14920,1,"SUV","no",3117,4,"No",1,12,1,"Highly Urban/ Urban"
3005,31,0,0,8,67842,"No",0,"No","M","Bachelors","Blue Collar",49,"Commercial",4600,7,"Pickup","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
6978,45,2,3,12,72738,"Yes",0,"No","F","Bachelors","Professional",52,"Private",15420,1,"SUV","no",2448,3,"No",8,1,1,"Highly Urban/ Urban"
4933,47,0,0,13,65802,"No",262566,"Yes","F","High School","Blue Collar",31,"Private",6200,1,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2297,38,0,0,8,52506,"No",210236,"Yes","F","High School","Professional",56,"Commercial",41570,3,"Panel Truck","no",10584,2,"No",4,10,1,"Highly Urban/ Urban"
2665,50,0,0,15,43543,"No",105982,"Yes","M","Bachelors","Blue Collar",49,"Commercial",15890,4,"Minivan","yes",0,0,"No",3,5,1,"Highly Urban/ Urban"
502,51,0,0,12,16052,"No",0,"No","M","<High School","Clerical",43,"Private",6600,4,"Minivan","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
4234,34,0,1,12,91832,"No",291888,"Yes","F","Bachelors","Manager",37,"Commercial",24910,7,"Pickup","no",4317,1,"No",1,5,1,"Highly Urban/ Urban"
9136,50,0,0,14,73277,"No",205265,"No","F","High School","Blue Collar",41,"Commercial",7230,6,"SUV","no",13102,2,"No",4,9,1,"Highly Urban/ Urban"
3585,41,0,2,14,53940,"No",182684,"Yes","F","High School","Blue Collar",32,"Commercial",24510,1,"Pickup","no",24295,1,"Yes",3,1,1,"Highly Urban/ Urban"
1763,40,0,0,9,49182,"No",186066,"Yes","M","Bachelors","Blue Collar",28,"Commercial",10420,4,"Pickup","no",0,0,"No",0,13,1,"Highly Urban/ Urban"
3340,41,3,3,13,57371,"No",153181,"Yes","F","High School","Blue Collar",69,"Commercial",28600,1,"Pickup","no",1858,4,"No",3,7,1,"Highly Urban/ Urban"
18323,31,0,1,12,22654,"Yes",0,"No","F","<High School","Blue Collar",38,"Private",23250,1,"Pickup","no",0,0,"No",2,6,1,"Highly Urban/ Urban"
978,51,0,0,10,65678,"No",0,"No","M","High School","Manager",57,"Private",6600,6,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
6780,37,0,0,11,40868,"No",0,"No","F","High School","Clerical",40,"Private",9620,6,"SUV","no",7414,1,"No",1,8,1,"Highly Urban/ Urban"
73783,37,0,0,7,61790,"No",0,"No","M","High School","Blue Collar",32,"Commercial",21460,3,"Van","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
3901,48,0,0,15,134640,"No",0,"No","F","Masters","Lawyer",38,"Private",10000,4,"SUV","no",0,0,"No",3,23,1,"Highly Urban/ Urban"
980,30,0,2,0,0,"Yes",0,"No","F","High School","Student",55,"Commercial",4500,1,"SUV","no",0,0,"Yes",0,8,1,"Highly Urban/ Urban"
6003,43,1,2,11,96011,"Yes",320017,"No","F","Bachelors","Professional",39,"Private",22070,3,"SUV","no",44668,1,"Yes",0,4,1,"Highly Urban/ Urban"
4174,52,0,0,7,73574,"No",224049,"Yes","M","High School","Professional",13,"Commercial",27520,1,"Panel Truck","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
5301,38,1,2,13,46061,"Yes",0,"No","F","Bachelors","Clerical",39,"Private",18910,1,"Minivan","no",0,0,"No",3,9,1,"Highly Urban/ Urban"
7136,45,0,3,0,0,"No",63103,"Yes","M","<High School","Student",23,"Commercial",7640,1,"Pickup","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
2574,29,0,0,10,74202,"No",0,"No","M","Bachelors","Clerical",41,"Private",19300,4,"Van","yes",7291,2,"No",4,13,1,"Highly Urban/ Urban"
4042,36,2,3,0,0,"Yes",0,"No","M","<High School","Student",47,"Private",5100,9,"Pickup","no",7205,2,"No",1,8,1,"Highly Urban/ Urban"
4930,42,1,1,10,58489,"Yes",0,"No","F","Masters","Lawyer",9,"Private",11550,6,"SUV","no",43863,1,"Yes",1,12,1,"Highly Urban/ Urban"
1030,53,0,0,12,189052,"No",0,"No","M","PhD","Doctor",31,"Private",12550,3,"Minivan","yes",2045,4,"No",0,1,1,"Highly Urban/ Urban"
8363,33,0,1,10,23953,"Yes",0,"No","F","High School","Clerical",39,"Private",10650,8,"SUV","no",32044,1,"Yes",2,8,1,"Highly Urban/ Urban"
4979,33,0,3,0,0,"No",64786,"Yes","M","High School","Student",16,"Commercial",4800,4,"Pickup","no",0,0,"No",5,1,1,"Highly Urban/ Urban"
50818,38,1,2,13,39005,"Yes",0,"No","M","<High School","Blue Collar",45,"Commercial",9200,4,"Pickup","yes",3255,1,"No",10,1,1,"Highly Urban/ Urban"
2877,31,0,1,10,16715,"Yes",85406,"No","M","High School","Clerical",32,"Commercial",6190,6,"Pickup","no",5900,1,"No",7,1,1,"Highly Rural/ Rural"
5704,49,0,0,12,106161,"No",282961,"Yes","F","Bachelors","Blue Collar",31,"Commercial",18020,1,"SUV","no",0,0,"No",0,16,1,"Highly Urban/ Urban"
5853,38,0,2,14,25570,"Yes",0,"No","F","High School","Clerical",49,"Private",13200,7,"SUV","no",0,0,"No",6,1,1,"Highly Urban/ Urban"
6035,57,0,0,11,77631,"No",0,"No","F","High School","Manager",44,"Private",26180,7,"Pickup","no",3090,2,"No",0,1,1,"Highly Urban/ Urban"
6156,40,0,0,11,67700,"No",0,"No","F","High School","Blue Collar",16,"Commercial",12270,10,"SUV","no",5722,2,"No",6,1,1,"Highly Urban/ Urban"
4782,40,1,2,16,16641,"No",0,"Yes","M","Bachelors","Student",32,"Commercial",22930,6,"Panel Truck","yes",0,0,"No",0,10,1,"Highly Urban/ Urban"
864,43,0,0,8,66613,"No",197000,"Yes","M","Masters","",40,"Commercial",5800,5,"Pickup","yes",6646,2,"No",5,16,1,"Highly Urban/ Urban"
3075,38,0,0,12,27370,"No",111642,"Yes","M","High School","Clerical",14,"Private",22880,4,"Minivan","yes",0,0,"Yes",0,9,1,"Highly Urban/ Urban"
22285,33,0,3,0,0,"Yes",0,"No","F","<High School","Home Maker",19,"Private",15990,1,"Minivan","no",0,0,"No",2,6,1,"Highly Urban/ Urban"
2729,22,0,1,0,0,"Yes",53636,"No","F","High School","Home Maker",54,"Private",1500,18,"SUV","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
1254,33,0,2,11,19894,"No",156233,"Yes","F","High School","Blue Collar",52,"Commercial",6790,10,"Sports Car","no",16816,1,"Yes",0,7,1,"Highly Urban/ Urban"
6726,43,1,2,11,77030,"Yes",233339,"No","M","PhD","",5,"Commercial",22230,4,"Van","yes",10064,2,"No",0,21,1,"Highly Urban/ Urban"
32059,52,0,0,8,57912,"No",236693,"Yes","F","Masters","Lawyer",78,"Private",14350,6,"SUV","no",0,0,"No",0,16,1,"Highly Urban/ Urban"
2382,53,0,0,12,25698,"No",213856,"Yes","F","<High School","Clerical",25,"Private",9370,4,"SUV","no",37412,1,"Yes",0,1,1,"Highly Urban/ Urban"
4431,31,0,1,13,42492,"No",163297,"Yes","M","High School","Clerical",14,"Private",8850,1,"Pickup","yes",1109,3,"No",5,8,1,"Highly Urban/ Urban"
3636,36,0,0,13,64755,"No",244414,"Yes","M","<High School","Blue Collar",57,"Commercial",23420,4,"Panel Truck","no",3174,2,"No",4,1,1,"Highly Urban/ Urban"
5963,31,0,0,5,14195,"No",122416,"No","M","<High School","Clerical",34,"Private",5480,18,"Minivan","yes",6350,1,"No",5,1,1,"Highly Urban/ Urban"
41077,50,0,0,9,41696,"No",210765,"No","F","Bachelors","Home Maker",23,"Private",24920,1,"SUV","no",6902,1,"No",6,11,1,"Highly Urban/ Urban"
4552,31,0,1,0,0,"No",0,"Yes","M","<High School","Student",29,"Private",21390,1,"Van","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
2545,59,0,0,17,85596,"No",276908,"Yes","F","PhD","Doctor",53,"Private",15960,1,"SUV","no",0,0,"No",0,14,1,"Highly Urban/ Urban"
3111,55,0,0,12,39833,"No",156508,"Yes","F","High School","Blue Collar",32,"Private",5480,12,"Sports Car","no",8806,1,"No",3,1,1,"Highly Urban/ Urban"
4298,51,0,0,14,15732,"No",104143,"Yes","F","Bachelors","Home Maker",45,"Private",1500,1,"SUV","no",5379,3,"No",7,12,1,"Highly Urban/ Urban"
4623,50,0,0,13,40685,"No",220806,"Yes","F","High School","Clerical",65,"Private",15360,6,"SUV","no",0,0,"No",2,5,1,"Highly Urban/ Urban"
2222,37,1,2,13,31212,"No",155824,"Yes","M","High School","Clerical",36,"Private",10100,1,"Pickup","yes",11626,2,"No",0,1,1,"Highly Urban/ Urban"
4549,37,0,2,8,82971,"No",240550,"Yes","F","Masters","",40,"Commercial",23710,1,"Pickup","no",0,0,"No",2,13,1,"Highly Urban/ Urban"
6542,46,0,0,12,56006,"No",190938,"Yes","M","Bachelors","Professional",52,"Commercial",11700,6,"Pickup","yes",712,1,"No",6,8,1,"Highly Urban/ Urban"
3897,38,2,3,14,51620,"Yes",0,"No","F","High School","Blue Collar",50,"Commercial",10460,9,"Minivan","no",0,0,"Yes",0,6,1,"Highly Urban/ Urban"
6113,55,0,0,13,35916,"No",151830,"Yes","F","Bachelors","Blue Collar",31,"Commercial",17290,1,"SUV","no",46761,1,"Yes",6,5,1,"Highly Urban/ Urban"
7311,42,0,0,10,101636,"No",0,"No","F","Masters","",36,"Commercial",24890,14,"Pickup","no",1452,2,"No",7,11,1,"Highly Urban/ Urban"
5396,36,0,3,14,167971,"No",441721,"Yes","M","Bachelors","Professional",33,"Private",5100,6,"Pickup","yes",2769,1,"No",0,13,1,"Highly Urban/ Urban"
4720,41,0,0,9,21651,"No",142293,"No","F","<High School","Clerical",24,"Commercial",25640,1,"Pickup","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
7534,38,0,0,9,2726,"No",0,"Yes","M","<High School","Student",51,"Private",1770,1,"Minivan","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
19867,52,0,0,12,112512,"No",0,"No","M","PhD","",33,"Commercial",37550,3,"Panel Truck","yes",0,0,"No",2,14,1,"Highly Urban/ Urban"
3929,44,2,2,7,78850,"No",294899,"Yes","M","Masters","",40,"Commercial",24730,4,"Panel Truck","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
4307,32,0,1,11,36179,"Yes",106892,"No","F","<High School","Clerical",12,"Private",13030,1,"Sports Car","no",0,0,"No",0,6,1,"Highly Rural/ Rural"
8697,26,0,1,12,35262,"Yes",0,"No","M","<High School","Blue Collar",25,"Private",15110,3,"Minivan","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
5143,40,1,2,11,27788,"Yes",136672,"No","M","High School","Clerical",60,"Commercial",9390,17,"Pickup","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
2899,36,0,0,10,29412,"No",149177,"Yes","M","High School","Blue Collar",45,"Commercial",23210,4,"Panel Truck","yes",1247,2,"No",5,11,1,"Highly Urban/ Urban"
4813,37,0,0,11,22632,"No",142769,"No","F","<High School","Blue Collar",56,"Private",19970,13,"Pickup","no",0,0,"Yes",1,7,1,"Highly Urban/ Urban"
2827,38,1,2,0,0,"Yes",0,"No","F","High School","Home Maker",24,"Private",5920,4,"Sports Car","no",0,0,"No",3,6,1,"Highly Urban/ Urban"
15562,50,0,0,13,34101,"No",0,"No","F","<High School","Blue Collar",15,"Private",12580,4,"SUV","no",0,0,"No",0,4,1,"Highly Urban/ Urban"
4729,33,0,1,12,40990,"No",151286,"Yes","F","High School","Blue Collar",22,"Commercial",8900,6,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
5583,35,0,2,12,4457,"Yes",0,"No","M","High School","Student",18,"Private",1500,4,"Minivan","yes",0,0,"No",4,1,1,"Highly Urban/ Urban"
6284,61,0,0,15,52894,"No",216569,"Yes","M","Bachelors","Blue Collar",37,"Commercial",11250,6,"SUV","no",8057,2,"No",5,6,1,"Highly Urban/ Urban"
2524,43,2,3,16,99455,"No",268736,"Yes","M","Bachelors","Professional",45,"Private",15750,11,"Minivan","yes",0,0,"Yes",0,7,1,"Highly Urban/ Urban"
5388,29,0,1,13,25294,"Yes",0,"No","M","Bachelors","Clerical",31,"Private",6930,3,"Pickup","no",9282,2,"No",1,10,1,"Highly Urban/ Urban"
4364,56,0,0,14,35735,"No",0,"No","F","<High School","Clerical",21,"Private",13760,6,"SUV","no",0,0,"No",5,5,1,"Highly Urban/ Urban"
5089,58,0,2,0,0,"No",0,"Yes","F","High School","Student",40,"Commercial",1500,11,"SUV","no",3564,2,"No",9,10,1,"Highly Urban/ Urban"
3262,44,0,0,9,34408,"No",169326,"Yes","F","High School","Blue Collar",34,"Commercial",13460,1,"Minivan","no",7250,3,"No",3,5,1,"Highly Urban/ Urban"
5822,45,0,0,14,108309,"No",0,"No","M","High School","Blue Collar",29,"Commercial",17450,12,"Van","yes",0,0,"No",1,8,1,"Highly Urban/ Urban"
4506,41,0,0,13,87333,"No",293661,"Yes","F","High School","Blue Collar",35,"Commercial",18240,1,"SUV","no",6863,1,"No",1,1,1,"Highly Urban/ Urban"
3242,61,0,0,14,62378,"No",181874,"Yes","F","Masters","Lawyer",70,"Private",15570,1,"SUV","no",3636,3,"No",8,1,1,"Highly Urban/ Urban"
3246,30,0,3,12,26315,"Yes",0,"No","M","High School","Clerical",56,"Commercial",7130,1,"Pickup","yes",0,0,"No",3,1,1,"Highly Urban/ Urban"
3651,39,1,1,9,82791,"Yes",0,"No","F","Bachelors","Blue Collar",5,"Commercial",20800,1,"Minivan","no",27444,1,"Yes",7,9,1,"Highly Urban/ Urban"
6145,31,0,1,10,115308,"No",313484,"Yes","M","Bachelors","Professional",39,"Commercial",26980,1,"Panel Truck","no",7506,2,"No",3,3,1,"Highly Urban/ Urban"
6571,41,0,0,9,173557,"No",450715,"No","M","Masters","",34,"Commercial",26570,1,"Panel Truck","yes",0,0,"No",0,15,1,"Highly Urban/ Urban"
3667,22,0,3,11,12825,"Yes",105132,"No","M","<High School","Blue Collar",28,"Commercial",9610,6,"Pickup","yes",2468,1,"No",8,1,1,"Highly Urban/ Urban"
12072,57,0,0,8,43288,"No",207205,"Yes","F","Bachelors","Professional",71,"Private",11530,1,"Sports Car","no",2333,4,"No",7,9,1,"Highly Urban/ Urban"
4909,58,1,2,15,50762,"Yes",0,"No","M","Masters","",19,"Commercial",31540,13,"Panel Truck","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
3930,49,0,0,11,65659,"No",0,"No","M","Bachelors","Blue Collar",24,"Commercial",23780,1,"Panel Truck","yes",7367,1,"No",5,13,1,"Highly Urban/ Urban"
6597,32,0,1,11,42139,"No",143454,"Yes","M","High School","Blue Collar",50,"Commercial",22000,10,"Van","yes",5396,2,"No",2,7,1,"Highly Urban/ Urban"
2598,40,1,2,12,43489,"Yes",0,"No","F","High School","Clerical",44,"Private",5850,1,"Sports Car","no",0,0,"No",4,8,1,"Highly Urban/ Urban"
7407,45,0,0,10,57627,"No",0,"No","F","High School","Blue Collar",24,"Commercial",6000,3,"SUV","no",0,0,"No",6,1,1,"Highly Urban/ Urban"
2723,41,2,2,15,173572,"No",447608,"Yes","F","Masters","Lawyer",34,"Private",24180,1,"SUV","no",10877,1,"No",5,25,1,"Highly Urban/ Urban"
3136,44,1,3,15,31728,"Yes",0,"No","F","High School","Clerical",28,"Private",9070,6,"SUV","no",5897,3,"No",5,1,1,"Highly Urban/ Urban"
4517,30,0,0,13,67793,"No",221399,"Yes","F","Bachelors","Blue Collar",35,"Commercial",10730,6,"SUV","no",0,0,"Yes",2,14,1,"Highly Urban/ Urban"
4805,73,0,0,14,164088,"No",0,"No","F","PhD","Doctor",38,"Private",8800,9,"Sports Car","no",3338,3,"No",8,20,1,"Highly Urban/ Urban"
3146,31,0,2,13,33470,"Yes",107174,"No","M","High School","Clerical",54,"Commercial",4850,17,"Pickup","yes",0,0,"No",4,1,1,"Highly Rural/ Rural"
1245,37,1,2,11,3081,"Yes",0,"No","M","High School","Student",43,"Private",1500,6,"Minivan","yes",0,0,"No",0,1,1,"Highly Rural/ Rural"
960,35,0,1,0,0,"Yes",110883,"No","F","High School","Home Maker",50,"Private",5000,9,"SUV","no",5456,3,"No",2,9,1,"Highly Urban/ Urban"
4649,36,0,0,5,16034,"No",0,"No","F","<High School","Blue Collar",42,"Private",7940,1,"SUV","no",9459,1,"No",1,1,1,"Highly Urban/ Urban"
3329,27,0,1,13,123062,"Yes",0,"No","M","Masters","",25,"Commercial",23590,1,"Panel Truck","yes",4441,2,"No",0,19,1,"Highly Urban/ Urban"
4017,43,2,3,14,31713,"No",147621,"Yes","M","Masters","",16,"Commercial",26940,7,"Panel Truck","no",0,0,"No",0,11,1,"Highly Urban/ Urban"
5982,54,0,0,0,0,"No",0,"No","F","Bachelors","Home Maker",40,"Private",6900,10,"SUV","no",42642,1,"Yes",2,1,1,"Highly Urban/ Urban"
3702,42,3,3,0,0,"No",0,"Yes","M","High School","Student",47,"Commercial",5800,1,"Pickup","yes",0,0,"No",1,11,1,"Highly Urban/ Urban"
7261,53,0,0,15,57836,"No",0,"No","F","High School","Professional",73,"Private",16080,6,"SUV","no",5935,1,"No",8,1,1,"Highly Urban/ Urban"
9187,52,0,0,11,137357,"No",327227,"No","F","Masters","Lawyer",11,"Private",19960,4,"Pickup","no",8306,3,"No",0,18,1,"Highly Urban/ Urban"
1333,28,0,1,14,61941,"No",196239,"Yes","F","Masters","",50,"Private",10490,6,"Sports Car","no",41137,1,"Yes",5,11,1,"Highly Urban/ Urban"
6290,59,0,0,14,119537,"No",360697,"Yes","F","PhD","Professional",26,"Commercial",48380,4,"Panel Truck","no",0,0,"Yes",1,20,1,"Highly Urban/ Urban"
3237,49,0,0,13,123574,"No",347009,"Yes","M","PhD","Manager",53,"Commercial",31000,1,"Panel Truck","yes",4344,2,"No",0,14,1,"Highly Urban/ Urban"
2421,33,0,3,14,6607,"No",0,"Yes","M","<High School","Clerical",9,"Private",12580,6,"Minivan","yes",0,0,"No",1,1,1,"Highly Urban/ Urban"
6857,53,0,0,10,72291,"No",0,"No","M","Masters","Lawyer",9,"Private",14310,6,"Minivan","yes",8013,1,"No",5,18,1,"Highly Urban/ Urban"
1850,55,0,0,8,149254,"No",409592,"Yes","M","PhD","",64,"Commercial",21930,1,"Van","yes",6413,2,"No",5,19,1,"Highly Urban/ Urban"
24494,35,0,3,13,48386,"Yes",138283,"No","M","Bachelors","Clerical",5,"Commercial",9840,11,"Pickup","no",38832,2,"Yes",1,12,1,"Highly Urban/ Urban"
856,39,0,0,10,82598,"No",0,"No","F","High School","Blue Collar",39,"Commercial",5600,1,"SUV","no",0,0,"Yes",2,10,1,"Highly Urban/ Urban"
9663,67,0,0,13,97259,"No",313615,"Yes","M","PhD","Doctor",17,"Private",27570,6,"SUV","no",1451,4,"No",5,1,1,"Highly Urban/ Urban"
5837,51,0,0,12,38724,"No",159866,"Yes","F","<High School","Blue Collar",33,"Private",5370,7,"SUV","no",0,0,"Yes",1,9,1,"Highly Urban/ Urban"
1762,44,0,0,10,155143,"No",368111,"Yes","M","Masters","",39,"Commercial",23630,1,"Panel Truck","yes",8599,3,"No",0,13,1,"Highly Urban/ Urban"
3783,56,0,2,15,44022,"No",0,"Yes","F","Bachelors","Student",41,"Private",14670,4,"Sports Car","no",8818,2,"No",0,13,1,"Highly Urban/ Urban"
1630,36,1,3,0,0,"No",70259,"Yes","F","<High School","Student",31,"Private",6410,1,"Sports Car","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
5567,46,0,0,9,35586,"No",168624,"No","M","<High School","Clerical",40,"Commercial",6620,1,"Pickup","no",3627,1,"No",8,1,1,"Highly Urban/ Urban"
1834,37,0,0,11,93766,"No",0,"No","M","Bachelors","Professional",17,"Commercial",7060,6,"Pickup","yes",1757,2,"No",6,6,1,"Highly Urban/ Urban"
5850,59,0,0,0,0,"No",145884,"No","F","High School","Student",13,"Commercial",7400,1,"Sports Car","no",5259,1,"No",1,8,1,"Highly Urban/ Urban"
2940,32,0,2,10,52466,"No",187881,"Yes","M","Bachelors","Clerical",27,"Commercial",6750,7,"Pickup","yes",582,3,"No",3,10,1,"Highly Urban/ Urban"
5588,41,2,3,14,13393,"No",125873,"Yes","F","<High School","Clerical",31,"Private",5600,3,"SUV","no",1479,2,"No",5,7,1,"Highly Urban/ Urban"
1042,29,0,1,12,142531,"Yes",0,"No","M","Masters","Professional",39,"Private",20040,7,"Van","no",5077,2,"No",2,12,1,"Highly Urban/ Urban"
5173,25,0,3,15,71892,"No",211306,"Yes","F","High School","Blue Collar",21,"Commercial",27470,6,"Pickup","no",3340,2,"No",6,9,1,"Highly Urban/ Urban"
1493,46,0,0,0,0,"No",0,"No","M","High School","Student",23,"Commercial",17380,4,"Van","yes",0,0,"No",3,1,1,"Highly Rural/ Rural"
3900,32,0,2,11,111655,"Yes",0,"No","F","Masters","",41,"Private",18430,4,"SUV","no",0,0,"No",1,25,1,"Highly Urban/ Urban"
2002,53,0,0,9,30047,"No",117269,"Yes","F","High School","Clerical",28,"Private",9800,1,"SUV","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
3742,37,0,0,12,50556,"No",186221,"No","F","High School","Blue Collar",37,"Commercial",6180,7,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2921,45,0,2,13,46458,"No",240926,"Yes","F","High School","Blue Collar",41,"Commercial",14250,10,"SUV","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
4281,56,0,0,14,58247,"No",190172,"Yes","M","High School","Clerical",42,"Private",18150,1,"Van","no",1380,3,"No",1,10,1,"Highly Urban/ Urban"
29613,45,0,0,13,48319,"No",205802,"Yes","M","Bachelors","Blue Collar",34,"Commercial",10830,1,"Pickup","no",6170,2,"No",4,10,1,"Highly Urban/ Urban"
1431,43,0,0,0,0,"No",0,"No","F","High School","Home Maker",27,"Private",5990,7,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2722,36,0,0,11,23372,"No",0,"No","M","Bachelors","Student",15,"Commercial",7180,1,"Pickup","yes",0,0,"No",0,10,1,"Highly Rural/ Rural"
5509,54,0,0,12,9123,"No",120711,"Yes","M","High School","Student",20,"Private",3320,6,"Minivan","yes",7499,2,"No",0,7,1,"Highly Urban/ Urban"
18883,31,0,1,11,29644,"No",148568,"Yes","F","High School","Clerical",32,"Private",34880,13,"SUV","no",46912,1,"Yes",2,9,1,"Highly Urban/ Urban"
